household_id,neighborhood,month,usage_liters,household_size,bill_usd,meter_reading,usage_per_person,month_name,month_num,is_anomaly
HH3841,Old Town,2023-08-01,267.4,2,13.65,5208,133.7,Aug,8,False
HH9068,Old Town,2023-01-01,172.3,5,5.74,3235,34.5,Jan,1,False
HH5897,Green Park,2023-01-01,195.25,1,10.32,6037,195.2,Jan,1,False
HH6409,Tech Hub,2023-06-01,434.1,5,17.99,3092,86.8,Jun,6,False
HH8913,Market Square,2023-03-01,193.2,2,10.09,8547,96.6,Mar,3,False
HH6409,Tech Hub,2023-02-01,310.45,4,11.09,3951,77.6,Feb,2,False
HH6789,Old Town,2023-06-01,216.1,1,6.8,1436,216.1,Jun,6,False
HH1182,Market Square,2023-05-01,237.8,1,9.12,8190,237.8,May,5,False
HH7555,River Side,2023-10-01,226.6,2,13.91,9244,113.3,Oct,10,False
HH5945,Tech Hub,2023-11-01,277.8,2,15.67,8927,138.9,Nov,11,False
HH8161,River Side,2023-11-01,200.3,1,6.94,2884,200.3,Nov,11,False
HH7056,River Side,2023-02-01,215.7,2,8.72,3437,107.8,Feb,2,False
HH6738,Market Square,2023-12-01,186.7,1,11.59,5232,186.7,Dec,12,False
HH3224,Old Town,2023-02-01,166.8,5,7.01,9389,33.4,Feb,2,False
HH8094,Tech Hub,2023-03-01,308.0,1,14.23,7318,308.0,Mar,3,False
HH6904,Market Square,2023-05-01,244.9,3,12.64,5888,81.6,May,5,False
HH2124,Green Park,2023-05-01,247.2,1,11.54,6621,247.2,May,5,False
HH6355,Tech Hub,2023-09-01,270.1,3,13.38,5968,90.0,Sep,9,False
HH5424,Tech Hub,2023-07-01,406.4,2,23.22,4237,203.2,Jul,7,False
HH2772,Old Town,2023-06-01,215.8,5,11.52,9353,43.2,Jun,6,False
HH9547,Green Park,2023-08-01,256.1,1,12.13,1234,256.1,Aug,8,False
HH4748,Old Town,2023-09-01,175.4,5,9.95,4173,35.1,Sep,9,False
HH3158,River Side,2023-06-01,313.3,3,15.83,3661,104.4,Jun,6,False
HH2401,Green Park,2023-12-01,150.7,4,7.57,4259,37.7,Dec,12,False
HH3745,River Side,2023-06-01,299.9,1,18.13,7091,299.9,Jun,6,False
HH9224,Old Town,2023-06-01,216.9,5,11.23,7198,43.4,Jun,6,False
HH1972,River Side,2023-07-01,798.8,4,37.0,4718,199.7,Jul,7,True
HH9835,Tech Hub,2023-03-01,320.1,3,17.36,9386,106.7,Mar,3,False
HH7614,Market Square,2023-09-01,254.5,4,14.0,9707,63.6,Sep,9,False
HH1277,River Side,2023-08-01,308.6,4,15.89,1232,77.2,Aug,8,False
HH8468,Green Park,2023-11-01,203.1,1,13.05,7410,203.1,Nov,11,False
HH9682,Market Square,2023-05-01,277.1,3,13.98,2072,92.4,May,5,False
HH5781,Tech Hub,2023-06-01,412.1,1,16.93,4313,412.1,Jun,6,False
HH2946,River Side,2023-01-01,186.9,1,10.89,3783,186.9,Jan,1,False
HH2932,Market Square,2023-10-01,234.1,2,12.15,2757,117.0,Oct,10,False
HH8888,Old Town,2023-06-01,181.3,1,8.53,7474,181.3,Jun,6,False
HH3743,Market Square,2023-02-01,199.6,4,11.16,8866,49.9,Feb,2,False
HH1619,River Side,2023-09-01,213.5,2,7.7,1882,106.8,Sep,9,False
HH1929,Market Square,2023-11-01,290.8,2,12.55,6366,145.4,Nov,11,False
HH8594,Market Square,2023-10-01,304.1,1,14.82,6158,304.1,Oct,10,False
HH2636,Green Park,2023-11-01,189.2,4,11.57,9155,47.3,Nov,11,False
HH5444,Tech Hub,2023-10-01,285.3,3,15.2,8618,95.1,Oct,10,False
HH3451,Tech Hub,2023-10-01,404.9,3,17.32,1628,135.0,Oct,10,False
HH9307,Old Town,2023-03-01,163.0,2,9.33,5956,81.5,Mar,3,False
HH9345,Tech Hub,2023-05-01,341.4,2,14.58,4699,170.7,May,5,False
HH8423,River Side,2023-11-01,207.8,5,11.76,3871,41.6,Nov,11,False
HH8470,Old Town,2023-05-01,208.5,4,10.63,7297,52.1,May,5,False
HH4180,Market Square,2023-05-01,269.9,2,14.57,5316,135.0,May,5,False
HH1270,Green Park,2023-03-01,167.1,3,8.53,3468,55.7,Mar,3,False
HH9120,Green Park,2023-03-01,160.4,2,10.45,7614,80.2,Mar,3,False
HH8997,Market Square,2023-08-01,361.1,5,17.7,5776,72.2,Aug,8,False
HH5307,Green Park,2023-09-01,174.8,5,7.64,6634,35.0,Sep,9,False
HH7028,Old Town,2023-06-01,244.4,5,9.92,2849,48.9,Jun,6,False
HH8214,River Side,2023-05-01,245.9,3,13.45,4811,82.0,May,5,False
HH4273,Market Square,2023-06-01,402.2,2,22.07,5538,201.1,Jun,6,False
HH6679,River Side,2023-09-01,243.3,1,9.37,7579,243.3,Sep,9,False
HH3610,Green Park,2023-11-01,168.5,1,8.93,2104,168.5,Nov,11,False
HH1406,Green Park,2023-08-01,241.4,1,11.31,1166,241.4,Aug,8,False
HH5357,Market Square,2023-09-01,275.2,5,12.53,2363,55.0,Sep,9,False
HH3230,Tech Hub,2023-05-01,313.2,5,17.22,5287,62.6,May,5,False
HH7033,Green Park,2023-01-01,120.2,4,5.24,9560,30.0,Jan,1,False
HH5997,Old Town,2023-11-01,114.5,3,5.01,8032,38.2,Nov,11,False
HH2855,Green Park,2023-01-01,83.0,5,6.85,9125,16.6,Jan,1,False
HH8262,Old Town,2023-03-01,130.1,4,5.95,1451,32.5,Mar,3,False
HH8951,Tech Hub,2023-07-01,310.45,3,21.33,5690,103.5,Jul,7,False
HH4197,Old Town,2023-02-01,116.1,4,4.81,1139,29.0,Feb,2,False
HH4104,Green Park,2023-06-01,288.5,3,12.69,1049,96.2,Jun,6,False
HH7432,Green Park,2023-03-01,164.7,4,8.66,4765,41.2,Mar,3,False
HH6693,Old Town,2023-06-01,236.7,2,11.5,6788,118.4,Jun,6,False
HH2988,River Side,2023-01-01,190.4,1,7.64,4802,190.4,Jan,1,False
HH9399,Green Park,2023-12-01,158.2,3,6.51,6633,52.7,Dec,12,False
HH2518,Tech Hub,2023-08-01,426.2,3,21.45,7163,142.1,Aug,8,False
HH3849,Old Town,2023-09-01,165.9,2,6.67,2742,83.0,Sep,9,False
HH5195,Old Town,2023-10-01,218.5,3,9.81,6178,72.8,Oct,10,False
HH3461,Tech Hub,2023-02-01,248.6,2,12.98,5120,124.3,Feb,2,False
HH8331,Market Square,2023-12-01,171.0,1,11.63,1082,171.0,Dec,12,False
HH5937,Green Park,2023-10-01,213.7,1,10.02,1369,213.7,Oct,10,False
HH4676,Old Town,2023-06-01,245.8,1,11.64,3426,245.8,Jun,6,False
HH5017,Green Park,2023-11-01,180.5,1,8.85,9560,180.5,Nov,11,False
HH9252,Market Square,2023-07-01,909.7,2,45.0,6041,454.8,Jul,7,True
HH2361,Old Town,2023-10-01,207.9,2,13.66,5370,104.0,Oct,10,False
HH2014,Tech Hub,2023-11-01,327.5,1,14.99,1602,327.5,Nov,11,False
HH5027,Old Town,2023-10-01,118.7,1,5.26,3912,118.7,Oct,10,False
HH1679,Market Square,2023-09-01,280.0,2,13.53,6738,140.0,Sep,9,False
HH8352,Market Square,2023-12-01,212.6,2,5.23,7915,106.3,Dec,12,False
HH9312,Market Square,2023-11-01,273.8,3,13.66,8552,91.3,Nov,11,False
HH1802,Market Square,2023-05-01,275.7,3,15.7,6059,91.9,May,5,False
HH9468,Market Square,2023-01-01,179.9,1,7.34,1060,179.9,Jan,1,False
HH7121,River Side,2023-04-01,223.3,5,11.42,2200,44.7,Apr,4,False
HH8206,River Side,2023-10-01,213.1,3,11.72,1661,71.0,Oct,10,False
HH7968,Green Park,2023-06-01,260.5,3,13.46,3773,86.8,Jun,6,False
HH6520,Green Park,2023-05-01,227.8,5,10.11,4687,45.6,May,5,False
HH9912,Market Square,2023-02-01,256.4,1,13.14,5733,256.4,Feb,2,False
HH8178,Old Town,2023-10-01,193.6,2,13.35,3294,96.8,Oct,10,False
HH1018,Old Town,2023-06-01,254.6,1,16.91,3242,254.6,Jun,6,False
HH5236,River Side,2023-08-01,282.0,3,15.17,7901,94.0,Aug,8,False
HH7160,Green Park,2023-02-01,151.7,2,11.45,6388,75.8,Feb,2,False
HH1192,Market Square,2023-10-01,246.0,5,12.65,2776,49.2,Oct,10,False
HH4893,Green Park,2023-11-01,178.6,5,7.4,7811,35.7,Nov,11,False
HH7773,Green Park,2023-08-01,245.3,1,15.52,4816,245.3,Aug,8,False
HH4764,Market Square,2023-03-01,239.1,3,14.39,5637,79.7,Mar,3,False
HH5780,Green Park,2023-08-01,211.9,4,10.42,5177,53.0,Aug,8,False
HH6626,River Side,2023-06-01,251.7,3,13.82,8739,83.9,Jun,6,False
HH1670,Tech Hub,2023-11-01,957.3,1,49.8,8291,957.3,Nov,11,True
HH7457,River Side,2023-08-01,286.0,2,14.46,2892,143.0,Aug,8,False
HH4612,Market Square,2023-07-01,1078.8,4,55.49,3618,269.7,Jul,7,True
HH2812,Tech Hub,2023-09-01,265.5,3,10.06,9995,88.5,Sep,9,False
HH4340,River Side,2023-05-01,267.7,5,13.9,7410,53.5,May,5,False
HH9841,Old Town,2023-09-01,137.3,4,5.49,4278,34.3,Sep,9,False
HH8485,Green Park,2023-10-01,152.8,2,10.68,1383,76.4,Oct,10,False
HH7111,Green Park,2023-03-01,185.2,5,10.37,5251,37.0,Mar,3,False
HH4046,Market Square,2023-10-01,276.9,2,11.27,2230,138.4,Oct,10,False
HH4748,Tech Hub,2023-07-01,442.2,1,23.74,7718,442.2,Jul,7,False
HH3103,Market Square,2023-05-01,279.4,1,14.68,1365,279.4,May,5,False
HH3378,Old Town,2023-08-01,244.1,2,11.62,2205,122.0,Aug,8,False
HH2474,Market Square,2023-06-01,384.8,2,17.62,5460,192.4,Jun,6,False
HH3964,Old Town,2023-03-01,107.3,3,6.64,5594,35.8,Mar,3,False
HH4504,Old Town,2023-12-01,364.7,2,19.62,1991,182.4,Dec,12,False
HH1067,Tech Hub,2023-07-01,431.6,5,23.76,6660,86.3,Jul,7,False
HH7039,Old Town,2023-11-01,134.8,3,7.56,1650,44.9,Nov,11,False
HH3827,River Side,2023-07-01,353.5,5,20.38,6232,70.7,Jul,7,False
HH3961,River Side,2023-04-01,220.2,5,12.44,4226,44.0,Apr,4,False
HH3505,River Side,2023-08-01,366.9,1,18.35,1917,366.9,Aug,8,False
HH8086,Old Town,2023-01-01,172.9,4,12.02,5749,43.2,Jan,1,False
HH8389,River Side,2023-04-01,214.6,4,8.19,3690,53.6,Apr,4,False
HH9135,Tech Hub,2023-08-01,310.45,2,23.37,7055,155.2,Aug,8,False
HH5735,Old Town,2023-06-01,212.6,1,10.99,3387,212.6,Jun,6,False
HH2262,Tech Hub,2023-07-01,430.0,5,23.1,6047,86.0,Jul,7,False
HH3259,Old Town,2023-05-01,167.4,3,8.76,2257,55.8,May,5,False
HH6750,Green Park,2023-07-01,269.5,4,13.79,4856,67.4,Jul,7,False
HH9954,River Side,2023-03-01,263.0,2,13.66,5145,131.5,Mar,3,False
HH9775,River Side,2023-04-01,257.0,1,7.78,6415,257.0,Apr,4,False
HH1861,Tech Hub,2023-08-01,407.7,5,19.42,7711,81.5,Aug,8,False
HH3148,Tech Hub,2023-10-01,276.9,4,11.25,6457,69.2,Oct,10,False
HH2447,River Side,2023-07-01,333.5,2,19.68,4199,166.8,Jul,7,False
HH5920,Old Town,2023-12-01,133.1,2,3.1,7324,66.6,Dec,12,False
HH9080,River Side,2023-09-01,203.8,4,8.01,6518,51.0,Sep,9,False
HH1844,River Side,2023-07-01,299.6,2,16.67,1446,149.8,Jul,7,False
HH6558,Tech Hub,2023-12-01,287.7,2,16.97,1186,143.8,Dec,12,False
HH1269,Green Park,2023-08-01,259.9,2,10.48,2630,130.0,Aug,8,False
HH1052,Tech Hub,2023-12-01,310.45,4,11.33,6570,77.6,Dec,12,False
HH7855,Tech Hub,2023-03-01,313.3,5,14.8,3294,62.7,Mar,3,False
HH8243,Green Park,2023-06-01,288.5,3,13.4,6918,96.2,Jun,6,False
HH4558,Market Square,2023-05-01,265.6,5,11.32,5478,53.1,May,5,False
HH4968,Tech Hub,2023-10-01,316.0,4,11.72,1910,79.0,Oct,10,False
HH2134,Market Square,2023-01-01,182.5,3,7.56,5876,60.8,Jan,1,False
HH8678,Market Square,2023-01-01,234.8,2,13.74,4357,117.4,Jan,1,False
HH2647,Market Square,2023-02-01,247.6,5,11.65,7992,49.5,Feb,2,False
HH8069,Old Town,2023-04-01,148.7,5,11.49,5512,29.7,Apr,4,False
HH2504,Green Park,2023-04-01,199.5,4,11.49,4308,49.9,Apr,4,False
HH8850,Green Park,2023-09-01,206.4,3,13.43,7416,68.8,Sep,9,False
HH9100,Green Park,2023-10-01,200.6,2,13.73,9684,100.3,Oct,10,False
HH8282,Old Town,2023-06-01,216.6,1,9.89,2874,216.6,Jun,6,False
HH8538,Tech Hub,2023-11-01,347.3,2,19.34,8411,173.6,Nov,11,False
HH8737,Tech Hub,2023-06-01,391.1,4,17.59,4359,97.8,Jun,6,False
HH6869,Green Park,2023-09-01,155.6,4,3.91,9039,38.9,Sep,9,False
HH5567,Old Town,2023-12-01,111.4,4,3.07,7513,27.8,Dec,12,False
HH9728,Tech Hub,2023-06-01,429.7,5,19.19,8678,85.9,Jun,6,False
HH9002,River Side,2023-03-01,214.4,2,7.46,5247,107.2,Mar,3,False
HH7995,Market Square,2023-03-01,221.5,2,14.57,8299,110.8,Mar,3,False
HH6552,Green Park,2023-06-01,236.9,1,10.86,1627,236.9,Jun,6,False
HH1974,Market Square,2023-01-01,222.9,4,9.68,8192,55.7,Jan,1,False
HH9662,Market Square,2023-08-01,353.7,4,15.67,2987,88.4,Aug,8,False
HH5440,Old Town,2023-02-01,192.9,2,10.08,8347,96.4,Feb,2,False
HH2716,Green Park,2023-08-01,266.0,5,14.31,1310,53.2,Aug,8,False
HH8616,Market Square,2023-08-01,355.2,3,16.09,9551,118.4,Aug,8,False
HH1890,Tech Hub,2023-03-01,312.7,2,19.8,7078,156.4,Mar,3,False
HH7100,Market Square,2023-06-01,391.0,2,18.84,2719,195.5,Jun,6,False
HH4904,River Side,2023-07-01,262.9,1,13.4,7837,262.9,Jul,7,False
HH5624,River Side,2023-05-01,212.4,1,10.91,9848,212.4,May,5,False
